Batch Number: 1,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,Batch Time,C1-1,C1-2,C1-3,C2-2,C3-3,,,,,
Inspector2,0.769738,0.228082,,,,,,,,,,,,,,,,
Worker1,0.586028,0.411792,,,,,,,,,,,,,,,,
Worker2,0.952913,0.044907,,,,,,,,,,,,,,,,
Worker3,0.944791,0.05303,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.165964,,,,,,,,,,,,,,,,,
C1-2,0.759659,,,,,,,,,,,,,,,,,
C1-3,0.002592,,,,,,,,,,,,,,,,,
C2-2,0.188724,,,,,,,,,,,,,,,,,
C3-3,1.977418,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 50,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.516791,#NAME?,0.516791,#NAME?,,,,,,,,,,,,
Component1,49,0.09788,1.900324,10.063933,1.900324,0.985055,,,,,,,,,,,,
Component2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Component3,3,0.005993,2.080707,339.161731,2.080707,2.032474,,,,,,,,,,,,
Part1,45,0.08989,0.390847,4.348076,0.390847,0.390847,,,,,,,,,,,,
Part2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Part3,3,0.005993,0.041418,6.911409,0.041418,0.041418,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.995804,,,,,,,,,,,,,,,,
Inspector2,0.906704,0.0891,,,,,,,,,,,,,,,,
Worker1,0.604957,0.390847,,,,,,,,,,,,,,,,
Worker2,0.995804,0,,,,,,,,,,,,,,,,
Worker3,0.954386,0.041418,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.080535,,,,,,,,,,,,,,,,,
C1-2,0.995804,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.991608,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 51,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.616975,#NAME?,0.616975,#NAME?,,,,,,,,,,,,
Component1,51,0.10196,1.575554,31.164875,1.575554,3.177578,,,,,,,,,,,,
Component2,4,0.007997,0.065086,8.138985,0.065086,0.065086,,,,,,,,,,,,
Component3,7,0.013995,2.230861,182.130862,2.230861,2.548838,,,,,,,,,,,,
Part1,41,0.081968,0.393819,4.804545,0.393819,0.393819,,,,,,,,,,,,
Part2,4,0.007997,0.041655,5.208951,0.041655,0.041655,,,,,,,,,,,,
Part3,7,0.013995,0.12638,9.030664,0.12638,0.12638,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.998772,,,,,,,,,,,,,,,,
Inspector2,0.656606,0.342166,,,,,,,,,,,,,,,,
Worker1,0.604953,0.393819,,,,,,,,,,,,,,,,
Worker2,0.957117,0.041655,,,,,,,,,,,,,,,,
Worker3,0.87794,0.120832,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.134146,,,,,,,,,,,,,,,,,
C1-2,0.562886,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.942627,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 52,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.554053,#NAME?,0.554053,#NAME?,,,,,,,,,,,,
Component1,44,0.087498,1.858678,22.737769,1.858678,1.989514,,,,,,,,,,,,
Component2,2,0.003977,0.167637,42.149697,0.167637,0.167637,,,,,,,,,,,,
Component3,4,0.007954,2.254266,296.627513,2.254266,2.359489,,,,,,,,,,,,
Part1,37,0.073578,0.369225,5.018141,0.369225,0.369225,,,,,,,,,,,,
Part2,2,0.003977,0.03641,9.154607,0.03641,0.03641,,,,,,,,,,,,
Part3,4,0.007954,0.053256,6.695228,0.053256,0.053256,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999612,,,,,,,,,,,,,,,,
Inspector2,0.611348,0.388264,,,,,,,,,,,,,,,,
Worker1,0.630387,0.369225,,,,,,,,,,,,,,,,
Worker2,0.963203,0.03641,,,,,,,,,,,,,,,,
Worker3,0.940837,0.058775,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.102678,,,,,,,,,,,,,,,,,
C1-2,0.854182,,,,,,,,,,,,,,,,,
C1-3,0.018706,,,,,,,,,,,,,,,,,
C2-2,0.110747,,,,,,,,,,,,,,,,,
C3-3,1.910182,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 53,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.56293,#NAME?,0.56293,#NAME?,,,,,,,,,,,,
Component1,48,0.095942,1.816064,22.39428,1.816064,2.148553,,,,,,,,,,,,
Component2,5,0.009994,0.596781,33.009606,0.596781,0.329897,,,,,,,,,,,,
Component3,1,0.001999,1.752901,929.250252,1.752901,1.857379,,,,,,,,,,,,
Part1,46,0.091944,0.389389,4.23505,0.389389,0.389389,,,,,,,,,,,,
Part2,2,0.003998,0.061945,15.495522,0.061945,0.061945,,,,,,,,,,,,
Part3,2,0.003998,0.044502,11.132106,0.044502,0.044502,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.994269,,,,,,,,,,,,,,,,
Inspector2,0.766587,0.227681,,,,,,,,,,,,,,,,
Worker1,0.604879,0.389389,,,,,,,,,,,,,,,,
Worker2,0.932324,0.061945,,,,,,,,,,,,,,,,
Worker3,0.949767,0.044502,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.12196,,,,,,,,,,,,,,,,,
C1-2,0.69766,,,,,,,,,,,,,,,,,
C1-3,0.018271,,,,,,,,,,,,,,,,,
C2-2,0.427552,,,,,,,,,,,,,,,,,
C3-3,1.694558,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 54,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.553376,#NAME?,0.553376,#NAME?,,,,,,,,,,,,
Component1,42,0.083885,0.902764,12.078054,0.902764,1.013173,,,,,,,,,,,,
Component2,3,0.005992,2.046426,324.954609,2.046426,1.947068,,,,,,,,,,,,
Component3,1,0.001997,2.011765,6.494669,2.011765,0.012972,,,,,,,,,,,,
Part1,35,0.069905,0.353753,5.060516,0.353753,0.353753,,,,,,,,,,,,
Part2,5,0.009986,0.08165,8.176105,0.08165,0.08165,,,,,,,,,,,,
Part3,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999397,,,,,,,,,,,,,,,,
Inspector2,0.868595,0.130802,,,,,,,,,,,,,,,,
Worker1,0.652894,0.346503,,,,,,,,,,,,,,,,
Worker2,0.929237,0.07016,,,,,,,,,,,,,,,,
Worker3,0.999397,0,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.117442,,,,,,,,,,,,,,,,,
C1-2,0.009151,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,1.952395,,,,,,,,,,,,,,,,,
C3-3,1.998794,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 55,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.539611,#NAME?,0.539611,#NAME?,,,,,,,,,,,,
Component1,49,0.097966,1.643073,18.205141,1.643073,1.783484,,,,,,,,,,,,
Component2,1,0.001999,0.051912,209.23464,0.051912,0.418324,,,,,,,,,,,,
Component3,3,0.005998,2.114302,631.908493,2.114302,3.790135,,,,,,,,,,,,
Part1,45,0.089969,0.435228,4.837541,0.435228,0.435228,,,,,,,,,,,,
Part2,2,0.003999,0.050745,12.690601,0.050745,0.050745,,,,,,,,,,,,
Part3,3,0.005998,0.110171,18.36824,0.110171,0.110171,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.998635,,,,,,,,,,,,,,,,
Inspector2,0.792414,0.206221,,,,,,,,,,,,,,,,
Worker1,0.556149,0.442485,,,,,,,,,,,,,,,,
Worker2,0.936389,0.062246,,,,,,,,,,,,,,,,
Worker3,0.888463,0.110171,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.133371,,,,,,,,,,,,,,,,,
C1-2,0.625014,,,,,,,,,,,,,,,,,
C1-3,0.019425,,,,,,,,,,,,,,,,,
C2-2,0.011501,,,,,,,,,,,,,,,,,
C3-3,1.948492,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 56,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.514977,#NAME?,0.514977,#NAME?,,,,,,,,,,,,
Component1,53,0.104828,1.796956,12.609248,1.796956,1.321808,,,,,,,,,,,,
Component2,6,0.011867,1.252599,67.937177,1.252599,0.806236,,,,,,,,,,,,
Component3,0,0,0.773853,inf,0.773853,#NAME?,,,,,,,,,,,,
Part1,47,0.092961,0.440508,4.738626,0.440508,0.440508,,,,,,,,,,,,
Part2,3,0.005934,0.12425,20.939793,0.12425,0.12425,,,,,,,,,,,,
Part3,3,0.005934,0.069067,11.639831,0.069067,0.069067,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999657,,,,,,,,,,,,,,,,
Inspector2,0.68249,0.317167,,,,,,,,,,,,,,,,
Worker1,0.559149,0.440508,,,,,,,,,,,,,,,,
Worker2,0.875406,0.12425,,,,,,,,,,,,,,,,
Worker3,0.930589,0.069067,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.117328,,,,,,,,,,,,,,,,,
C1-2,0.146051,,,,,,,,,,,,,,,,,
C1-3,0.612281,,,,,,,,,,,,,,,,,
C2-2,0.935433,,,,,,,,,,,,,,,,,
C3-3,0.773853,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 57,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.604751,#NAME?,0.604751,#NAME?,,,,,,,,,,,,
Component1,43,0.085649,1.442044,24.810176,1.442044,2.124978,,,,,,,,,,,,
Component2,3,0.005976,2.051326,372.725788,2.051326,2.227239,,,,,,,,,,,,
Component3,3,0.005976,0.180729,25.651014,0.180729,0.153279,,,,,,,,,,,,
Part1,39,0.077682,0.304419,3.918786,0.304419,0.304419,,,,,,,,,,,,
Part2,3,0.005976,0.079292,13.269407,0.079292,0.079292,,,,,,,,,,,,
Part3,2,0.003984,0.062593,15.712354,0.062593,0.062593,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.98887,,,,,,,,,,,,,,,,
Inspector2,0.720632,0.268238,,,,,,,,,,,,,,,,
Worker1,0.684451,0.304419,,,,,,,,,,,,,,,,
Worker2,0.909578,0.079292,,,,,,,,,,,,,,,,
Worker3,0.926277,0.062593,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.08628,,,,,,,,,,,,,,,,,
C1-2,0.010152,,,,,,,,,,,,,,,,,
C1-3,0.468129,,,,,,,,,,,,,,,,,
C2-2,1.936367,,,,,,,,,,,,,,,,,
C3-3,0.02745,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 58,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.546438,#NAME?,0.546438,#NAME?,,,,,,,,,,,,
Component1,58,0.115104,1.439289,14.318292,1.439289,1.648094,,,,,,,,,,,,
Component2,5,0.009923,0.951166,120.278956,0.951166,1.1935,,,,,,,,,,,,
Component3,5,0.009923,1.613872,134.53118,1.613872,1.334922,,,,,,,,,,,,
Part1,47,0.093274,0.510539,5.473538,0.510539,0.510539,,,,,,,,,,,,
Part2,7,0.013892,0.191135,13.758732,0.191135,0.191135,,,,,,,,,,,,
Part3,3,0.005954,0.045982,7.723285,0.045982,0.045982,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.995939,,,,,,,,,,,,,,,,
Inspector2,0.452887,0.543052,,,,,,,,,,,,,,,,
Worker1,0.4854,0.510539,,,,,,,,,,,,,,,,
Worker2,0.804804,0.191135,,,,,,,,,,,,,,,,
Worker3,0.949957,0.045982,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.208805,,,,,,,,,,,,,,,,,
C1-2,0.422332,,,,,,,,,,,,,,,,,
C1-3,0.035101,,,,,,,,,,,,,,,,,
C2-2,0.683856,,,,,,,,,,,,,,,,,
C3-3,1.257459,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 59,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.633775,#NAME?,0.633775,#NAME?,,,,,,,,,,,,
Component1,37,0.072747,1.359342,17.266611,1.359342,1.256096,,,,,,,,,,,,
Component2,1,0.001966,0.805648,425.010444,0.805648,0.835629,,,,,,,,,,,,
Component3,2,0.003932,2.069208,533.07111,2.069208,2.096183,,,,,,,,,,,,
Part1,32,0.062916,0.262571,4.173331,0.262571,0.262571,,,,,,,,,,,,
Part2,2,0.003932,0.110611,28.128929,0.110611,0.110611,,,,,,,,,,,,
Part3,2,0.003932,0.058766,14.944439,0.058766,0.058766,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.992349,,,,,,,,,,,,,,,,
Inspector2,0.668717,0.323632,,,,,,,,,,,,,,,,
Worker1,0.729777,0.262571,,,,,,,,,,,,,,,,
Worker2,0.881738,0.110611,,,,,,,,,,,,,,,,
Worker3,0.933583,0.058766,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.116447,,,,,,,,,,,,,,,,,
C1-2,0.343044,,,,,,,,,,,,,,,,,
C1-3,0.02395,,,,,,,,,,,,,,,,,
C2-2,0.715246,,,,,,,,,,,,,,,,,
C3-3,1.813605,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 60,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.540445,#NAME?,0.540445,#NAME?,,,,,,,,,,,,
Component1,54,0.105446,2.018058,20.8613,2.018058,2.199743,,,,,,,,,,,,
Component2,3,0.005858,0.269489,46.002709,0.269489,0.269489,,,,,,,,,,,,
Component3,5,0.009764,1.864706,219.111302,1.864706,2.1393,,,,,,,,,,,,
Part1,43,0.083966,0.438309,5.220049,0.438309,0.438309,,,,,,,,,,,,
Part2,2,0.003905,0.069465,17.786839,0.069465,0.069465,,,,,,,,,,,,
Part3,8,0.015622,0.287411,18.398231,0.287411,0.287411,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.983185,,,,,,,,,,,,,,,,
Inspector2,0.344919,0.638265,,,,,,,,,,,,,,,,
Worker1,0.544876,0.438309,,,,,,,,,,,,,,,,
Worker2,0.91372,0.069465,,,,,,,,,,,,,,,,
Worker3,0.695774,0.287411,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.194316,,,,,,,,,,,,,,,,,
C1-2,0.903248,,,,,,,,,,,,,,,,,
C1-3,0.131625,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.545115,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 61,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.612247,#NAME?,0.612247,#NAME?,,,,,,,,,,,,
Component1,45,0.089903,1.14956,16.95479,1.14956,1.524281,,,,,,,,,,,,
Component2,6,0.011987,1.5257,114.107901,1.5257,1.367814,,,,,,,,,,,,
Component3,6,0.011987,1.658606,96.100606,1.658606,1.15196,,,,,,,,,,,,
Part1,39,0.077916,0.385308,4.945187,0.385308,0.385308,,,,,,,,,,,,
Part2,6,0.011987,0.154588,12.89625,0.154588,0.154588,,,,,,,,,,,,
Part3,3,0.005994,0.004202,0.701066,0.004202,0.004202,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.975807,,,,,,,,,,,,,,,,
Inspector2,0.764995,0.210811,,,,,,,,,,,,,,,,
Worker1,0.590499,0.385308,,,,,,,,,,,,,,,,
Worker2,0.821219,0.154588,,,,,,,,,,,,,,,,
Worker3,0.971605,0.004202,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.138564,,,,,,,,,,,,,,,,,
C1-2,0.109053,,,,,,,,,,,,,,,,,
C1-3,0.0562,,,,,,,,,,,,,,,,,
C2-2,1.445766,,,,,,,,,,,,,,,,,
C3-3,1.58135,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 62,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.565935,#NAME?,0.565935,#NAME?,,,,,,,,,,,,
Component1,52,0.103759,1.620218,11.699446,1.620218,1.213925,,,,,,,,,,,,
Component2,1,0.001995,0.311004,234.891225,0.311004,0.468695,,,,,,,,,,,,
Component3,2,0.003991,2.115028,339.414544,2.115028,1.354515,,,,,,,,,,,,
Part1,47,0.093782,0.42664,4.54926,0.42664,0.42664,,,,,,,,,,,,
Part2,2,0.003991,0.010869,2.723545,0.010869,0.010869,,,,,,,,,,,,
Part3,2,0.003991,0.010199,2.555786,0.010199,0.010199,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.99892,,,,,,,,,,,,,,,,
Inspector2,0.867807,0.131113,,,,,,,,,,,,,,,,
Worker1,0.57228,0.42664,,,,,,,,,,,,,,,,
Worker2,0.988051,0.010869,,,,,,,,,,,,,,,,
Worker3,0.988721,0.010199,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.139831,,,,,,,,,,,,,,,,,
C1-2,0.627229,,,,,,,,,,,,,,,,,
C1-3,0.000132,,,,,,,,,,,,,,,,,
C2-2,0.297078,,,,,,,,,,,,,,,,,
C3-3,1.99784,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 63,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.503092,#NAME?,0.503092,#NAME?,,,,,,,,,,,,
Component1,47,0.093258,1.419093,22.520639,1.419093,2.100234,,,,,,,,,,,,
Component2,2,0.003968,0.621489,9.13842,0.621489,0.036265,,,,,,,,,,,,
Component3,4,0.007937,2.053869,255.055899,2.053869,2.024345,,,,,,,,,,,,
Part1,42,0.083337,0.375287,4.503238,0.375287,0.375287,,,,,,,,,,,,
Part2,1,0.001984,0.0027,1.360575,0.0027,0.0027,,,,,,,,,,,,
Part3,4,0.007937,0.070861,8.9281,0.070861,0.070861,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.997698,,,,,,,,,,,,,,,,
Inspector2,0.902958,0.094739,,,,,,,,,,,,,,,,
Worker1,0.622411,0.375287,,,,,,,,,,,,,,,,
Worker2,0.994998,0.0027,,,,,,,,,,,,,,,,
Worker3,0.926836,0.070861,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.138069,,,,,,,,,,,,,,,,,
C1-2,0.380427,,,,,,,,,,,,,,,,,
C1-3,0.043381,,,,,,,,,,,,,,,,,
C2-2,0.585224,,,,,,,,,,,,,,,,,
C3-3,1.995395,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 64,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.566403,#NAME?,0.566403,#NAME?,,,,,,,,,,,,
Component1,56,0.111971,1.171404,10.030997,1.171404,1.123185,,,,,,,,,,,,
Component2,2,0.003999,0.367092,239.266021,0.367092,0.95682,,,,,,,,,,,,
Component3,1,0.001999,1.997054,695.047403,1.997054,1.389741,,,,,,,,,,,,
Part1,51,0.101974,0.446204,4.375669,0.446204,0.446204,,,,,,,,,,,,
Part2,3,0.005998,0.077034,12.842283,0.077034,0.077034,,,,,,,,,,,,
Part3,1,0.001999,0.004221,2.110903,0.004221,0.004221,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.992048,,,,,,,,,,,,,,,,
Inspector2,0.891017,0.10103,,,,,,,,,,,,,,,,
Worker1,0.545843,0.446204,,,,,,,,,,,,,,,,
Worker2,0.915014,0.077034,,,,,,,,,,,,,,,,
Worker3,0.987827,0.004221,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.113714,,,,,,,,,,,,,,,,,
C1-2,0.179356,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.27902,,,,,,,,,,,,,,,,,
C3-3,1.984095,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 65,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.376495,#NAME?,0.376495,#NAME?,,,,,,,,,,,,
Component1,102,0.203835,1.841728,10.94478,1.841728,2.230933,,,,,,,,,,,,
Component2,17,0.033973,0.963811,27.640826,0.963811,0.939029,,,,,,,,,,,,
Component3,10,0.019984,1.555054,173.150458,1.555054,3.460214,,,,,,,,,,,,
Part1,71,0.141885,0.755791,5.326769,0.755791,0.755791,,,,,,,,,,,,
Part2,16,0.031974,0.203665,6.369685,0.203665,0.203665,,,,,,,,,,,,
Part3,12,0.023981,0.155595,6.488343,0.155595,0.155595,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0.014959,0.984787,,,,,,,,,,,,,,,,
Inspector2,0.318766,0.680979,,,,,,,,,,,,,,,,
Worker1,0.276903,0.722842,,,,,,,,,,,,,,,,
Worker2,0.79608,0.203665,,,,,,,,,,,,,,,,
Worker3,0.844151,0.155595,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.512477,,,,,,,,,,,,,,,,,
C1-2,0.565085,,,,,,,,,,,,,,,,,
C1-3,0.291856,,,,,,,,,,,,,,,,,
C2-2,0.624423,,,,,,,,,,,,,,,,,
C3-3,1.213087,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 66,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.577564,#NAME?,0.577564,#NAME?,,,,,,,,,,,,
Component1,49,0.09789,1.332852,17.983193,1.332852,1.760379,,,,,,,,,,,,
Component2,5,0.009989,1.234783,75.849012,1.234783,0.757641,,,,,,,,,,,,
Component3,6,0.011987,1.536062,16.904913,1.536062,0.202632,,,,,,,,,,,,
Part1,45,0.089899,0.334672,3.722747,0.334672,0.334672,,,,,,,,,,,,
Part2,5,0.009989,0.092181,9.228408,0.092181,0.092181,,,,,,,,,,,,
Part3,4,0.007991,0.039444,4.936015,0.039444,0.039444,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.999193,,,,,,,,,,,,,,,,
Inspector2,0.670425,0.328768,,,,,,,,,,,,,,,,
Worker1,0.631583,0.36761,,,,,,,,,,,,,,,,
Worker2,0.907012,0.092181,,,,,,,,,,,,,,,,
Worker3,0.959749,0.039444,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.142501,,,,,,,,,,,,,,,,,
C1-2,0.236089,,,,,,,,,,,,,,,,,
C1-3,0.071277,,,,,,,,,,,,,,,,,
C2-2,1.108924,,,,,,,,,,,,,,,,,
C3-3,1.333528,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 67,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.617259,#NAME?,0.617259,#NAME?,,,,,,,,,,,,
Component1,48,0.094947,1.027635,11.959483,1.027635,1.135518,,,,,,,,,,,,
Component2,6,0.011868,1.061171,128.211749,1.061171,1.521666,,,,,,,,,,,,
Component3,0,0,1.925659,inf,1.925659,#NAME?,,,,,,,,,,,,
Part1,40,0.079123,0.391135,4.943401,0.391135,0.391135,,,,,,,,,,,,
Part2,5,0.00989,0.073025,7.383433,0.073025,0.073025,,,,,,,,,,,,
Part3,2,0.003956,0.041179,10.408864,0.041179,0.041179,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.998891,,,,,,,,,,,,,,,,
Inspector2,0.81477,0.184121,,,,,,,,,,,,,,,,
Worker1,0.608379,0.390512,,,,,,,,,,,,,,,,
Worker2,0.925866,0.073025,,,,,,,,,,,,,,,,
Worker3,0.957712,0.041179,,,,,,,,,,,,,,,,
